weight,height,uparm,upleg,arm,hip,waist
0.9142950841064127,0.008950378802691655,-0.5673946328572956,1.1329880375810522,0.5508454634842378,1.0831615665123282,1.1157846217266776
0.6357759850685633,-1.053068425343493,-1.0789314490381317,-1.2934916054106242,1.032218042841737,1.0447552816567838,0.2650889954578704
-0.20442329702894918,0.15055288602218295,0.5835632035495807,0.2619440631737842,-0.1622990985268707,-0.19064688119657747,-0.3729327242437342
-0.7289676002168989,-0.38753664141188154,0.8393316116399986,-0.7646434780919246,-0.6615002919346471,-0.5235013499446336,-0.4591518755547619
-1.021412654206641,-0.7840236616264588,-0.6100227008723659,-0.9824044716937427,-0.7863005902865912,-1.0675903853981865,-1.4535460873419477
-0.7150416452650066,-2.1858884830994234,-1.5052121291888272,-0.9201870449503654,-0.5188713795324252,-0.15864164381695672,-0.7867846505366672
-0.5200782759385117,0.9010461742854884,0.6261912715646508,0.13750920968703198,-0.12664187042631536,-0.8243505813130689,-0.1602588176765324
-0.06980573249398832,-0.7981839123484071,-0.26899815675181055,0.13750920968703198,-0.001841572074370762,-0.09463116905771518,0.012179484945522977
-0.009459927702454393,-0.13265212841679963,1.0524719517153465,1.0396618974659886,0.533016849433961,-0.45949087518539206,-0.05679583610329934
0.658985909988384,2.0338662320414187,0.02939831935367757,2.7195324195371495,0.4438737791825724,0.7759112876679691,0.10414657967728552
0.28298512628728745,-0.20345338202654528,0.2425386594290254,0.8530096172358591,0.3190734808306278,0.3342390118292032,-0.10277938346918061
-0.6779057653932934,-1.9310039701043376,-1.462584061173757,-1.386817745525688,-0.019670186124648742,-0.4402877327576198,-0.22348619530461986
-0.6129179756177949,0.49039890334896286,-0.013229748661392598,0.07529178294365477,-0.9111008886385351,-0.9203662934519312,-0.7178093294878449
-0.9564248644311429,0.3063156439636266,0.49830706751944337,0.9152270439792363,-0.8041292043368691,-0.747538011601979,-1.2236283505125405
-0.6500538554895084,0.49039890334896286,0.11465445538381487,0.4174876300322251,-0.7684719762363138,-0.7795432489815997,-0.3326971202985878
-0.6918317203451858,-0.8689851659581528,-2.016748945369662,-1.1068393251804949,-0.6258430638340918,-0.8435537237408413,-1.028198274207545
-0.8171653149122182,-0.5716199007972218,0.11465445538381487,0.2619440631737842,-0.5366999935827031,-0.6195170620834959,-0.5971025176524065
1.3831355674867931,0.6320014105684542,0.413050931489303,0.2619440631737842,1.70970537675229,1.30079718069375,1.3514503019768196
0.9467889789941619,-0.10433162697289897,0.07202638736874774,0.4797050567756023,0.729131603987015,0.8399217624272107,0.7881518467447722
0.6821958349082048,0.1222323845782863,-0.35425429278194787,-0.2669040641449156,0.6043313056350716,0.6478903381494862,0.7249244691166847
2.845360837435502,-0.20345338202654528,1.0524719517153465,1.070770610837677,2.8329080619197877,2.638616103161898,1.9090008137881314
-1.1049683839179958,0.7452834163440488,-0.22637008873674042,0.07529178294365477,-0.928929502688813,-1.1956113349166695,-0.9189873492135763
1.0860485285130868,-0.3308956385240842,-0.09848588469153294,-0.48466505774673146,1.4244475519478474,0.7183018603846524,1.0238175269949141
-1.4577592426992718,-1.9026834686604408,-2.4004015575052886,-2.04010072633114,-1.4637879241971448,-1.5028616137610287,-1.3500831057687146
0.37118284098260673,0.4479181511831179,0.8393316116399986,0.4174876300322251,0.2299304105792392,0.30863482192550623,0.845631280952124
-0.8078813449442898,-0.7840236616264588,-1.0363033810230615,-1.2934916054106242,-0.37624246713020326,-0.6323191570353444,-0.5453710268657895
-0.4736584260988702,-0.41585714285578224,-0.43951042881208824,-0.14246921065816112,-0.39407108118048123,-0.0818290741058667,-0.22348619530461986
0.2690591713353951,-0.3167353878021359,0.49830706751944337,0.35527020328884784,0.30124486678034984,0.46866100882361006,0.40303963755551503
0.6636278949723485,-0.0052098719192566695,-0.18374202072167023,-1.6045787391275061,0.782617446137849,0.4046505340643685,0.8973627717387401
1.3320737326631868,0.9152064250074368,1.6918929719413898,1.9729232986166336,1.70970537675229,1.3135992756455974,0.7191765256959499
